,Company,Position,Connected On,Full Name,Latitude,Longitude
510,Persera Consulting,Consultative Sales - Business Development - IT,08 Jul 2020,William Potter,42.4534492,-76.4735027
511,Davi & Associados Recursos Humanos,Headhunter - Jobhunter ,07 Jul 2020,Jessica Robinson,-23.3107312,-51.1578777
512,Meritt - Cada aluno é único,Node.JS Developer PL | Nest.JS | TypeScript,07 Jul 2020,Lisa Davis,-27.5888491,-48.5080568
513,Cooperativa De Laticinios Selita,Analista de sistemas,06 Jul 2020,Shannon Pearson,-20.8534709,-41.1251413
514,Richards Energy Consulting Group,President / Founder / Senior Project Manager,04 Jul 2020,Drew Acosta,40.1097048,-76.4441988
515,DAMA UK,Member of DAMA UK,04 Jul 2020,James Ross,51.5806054,-2.5345154
516,Pedro Arrais & Cia,Montador,03 Jul 2020,Alexander Montgomery,-24.1747327,-46.8174273
517,Nobritech Tecnologia e Sistemas,Diretor  Comercial,03 Jul 2020,Connie Santos,-23.5566363,-46.6613272
518,Adv.Digital,Founder at Adv.Digital,03 Jul 2020,Rickey Erickson Jr.,35.2385929,-80.9074562
519,FLSmidth,Projetista mecânico,02 Jul 2020,Joyce Nelson,44.6035873,-79.41553069999999
520,BlobCity,Chief Executive Officer,02 Jul 2020,Nichole Diaz,,
521,dti digital,Estagiário de desenvolvimento iOS ,01 Jul 2020,Mrs. Monica Cain,39.8976402,-86.0490951
522,Belarina Alimentos S/A,Analista de Suporte,01 Jul 2020,Yolanda Miller,-25.4868864,-49.3185131
523,XP Inc.,Treasury Risk Analyst,01 Jul 2020,Michael Thomas,39.6445099,-77.721284
524,New Tech Soluções Ltda.,Especialista em Desenvolvimento de TI,01 Jul 2020,Christopher Choi,45.6454147,-72.56147229999999
525,Neurotech,"Analytics, Data Science & Innovation Manager. at Neurotech",30 Jun 2020,Brian Hill,41.5717192,-93.623668
526,Impacto Hub,Partner ,30 Jun 2020,Janice Chapman,-19.9356989,-43.9317841
527,MeasuredRisk,Technical Consultant,30 Jun 2020,Kelly Wolfe,38.89743290000001,-77.0719611
528,Atvos,Assistente administrativo,30 Jun 2020,Steven Hernandez,-17.5356335,-52.2588975
529,Universidade Positivo,Professor,29 Jun 2020,Samantha Parker,-25.4460312,-49.3559145
530,Tr3s Colunas,Data Scientist,29 Jun 2020,Nicholas Lloyd,,
531,Universidade Federal do Ceará,Associate Professor,29 Jun 2020,Joshua Thomas,-3.7418917,-38.5390096
532,SOMOS Educação,Book Author,29 Jun 2020,Debra Hart,-23.566194,-46.6517657
533,UFPI - Universidade Federal do Piauí,Estudante de Graduação,29 Jun 2020,Joshua Oliver,-6.786642,-43.0409587
534,Segundo Tabelião de Notas de São José do Rio Preto,Tabelião de Notas,26 Jun 2020,Joshua Orr,-20.8134032,-49.3817236
535,Neurotech,Data Engineer,26 Jun 2020,Amy Herring,41.5717192,-93.623668
536,Arco Comercio De Tecidos,Proprietário,25 Jun 2020,Elizabeth Adams,28.6322674,-81.3968696
537,BlueBI Solution,Consultor business intelligence ,24 Jun 2020,Jamie Vargas,45.5546979,-73.4246536
538,Levio,Technology Consultant,24 Jun 2020,Christopher Dodson,43.6543614,-79.38752029999999
539,Benova® Digital Experience,Desenvolvedor | Analista | BI e SEO | E-commerce,24 Jun 2020,Linda Johnson,-25.4218264,-49.2440463
540,Saber Educação,Assistente de Business Intelligence,24 Jun 2020,Anthony Martin,-23.6693429,-46.492107
541,Canadian Western Bank,Risk Analyst,24 Jun 2020,Matthew Walker,48.4255149,-123.3648564
542,VictorDecor,Auxiliar administrativo,24 Jun 2020,Calvin Duffy,39.0699486,-94.5774239
543,Eco Sistemas,Analista de sistema,24 Jun 2020,Christopher Wu,25.6656348,-100.2733062
544,Mazars Brasil,Analista de Business Intelligence / Business Development,23 Jun 2020,Aaron Wilson,-23.5451645,-46.6372221
545,Technobot Solutions,Cientista de Dados - Sócio proprietário,23 Jun 2020,Carl Chaney,42.3057535,-83.4670762
546,IBM,Software QA Tester,22 Jun 2020,Brandy Wu,38.9186809,-94.6486255
547,Solar Coca-Cola,Analista Fiscal III,22 Jun 2020,Caleb Mason,32.4598384,-84.9952619
548,Bartofil Distribuidora,Diretor de tecnologia,22 Jun 2020,Jason Wells,-20.4185839,-42.9116661
549,MentorApp,Fundadora,22 Jun 2020,Amanda Taylor,-22.529875,-43.2171745
550,Kumulus,Cloud Computing | Infraestructure,22 Jun 2020,Vickie Thomas,36.1312898,-115.1101589
551,ForSell Sistemas,Analista Desenvolvedor VB.NET Júnior,20 Jun 2020,Matthew Hodge,-26.245991,-51.083423
552,Fundação Getulio Vargas,jovem aprendiz,20 Jun 2020,Denise Tanner,-22.9015133,-43.1769469
553,GAVB,Data Scientist,19 Jun 2020,Thomas Booth,-29.9198619,-51.1697768
554,Altran,Data Engineer Specialist,18 Jun 2020,Eric White,33.975342,-84.21503299999999
555,GB,Proprietário,18 Jun 2020,Jamie Wallace,33.857276,-118.167284
556,Atento Brasil,Data Science Consultant,16 Jun 2020,Kayla Curry,-9.975377,-67.8248977
557,Secretaria Municipal das Finanças de Fortaleza,Estagiário,16 Jun 2020,Brian Delgado,-3.729827,-38.5266333
558,Telefônica Brasil,Big Data Specialist,16 Jun 2020,Kelly Miller,-12.2756295,-38.9582074
559,EMPILHAPASSO MÁQUINA E EQUIPAMENTOS  LTDA,SÓCIO,16 Jun 2020,Emily Phillips,42.1605508,-71.11075149999999
560,Complexo Educacional FMU,Professor,15 Jun 2020,Meredith Daniel,-20.3365951,-40.2877869
561,"Freelance, self-employed",Shayd IT,15 Jun 2020,Jerry Martinez,40.7042318,-73.9870246
562,Moveis Campo Largo,E-Commerce,15 Jun 2020,Anthony Weber,-25.4515896,-49.5419642
563,Estante Mágica,Embaixador Mágico,15 Jun 2020,Theresa Ross,-22.9271872,-43.1792823
564,Nexio,Senior Data Analyst,13 Jun 2020,Carl Vega,40.3108396,-111.6589273
565,Guapi Papeis,Lead Information Technology Specialist,12 Jun 2020,Mary Hanson,-22.5484478,-42.9824182
566,Embrapa,Postdoctoral Researcher at Embrapa,12 Jun 2020,Alan Brown Jr.,2.9406676,-60.71729369999999
567,4Sec Global,Diretor,12 Jun 2020,Richard Reynolds,,
568,labsit,Product Owner,10 Jun 2020,Connor Holland,-23.5688619,-46.6464484
569,Alldesk,Cientista de dados,09 Jun 2020,James Anderson,-3.7280656,-38.5260609
570,UOTZ,Experience Design Director  ,09 Jun 2020,Tara Baker,-23.5642551,-46.6813303
571,Aurora Produtos Naturais ,Proprietário,09 Jun 2020,Tara Morales,-22.474172,-45.6187578
572,Centro Universitário Farias Brito,Professor na MBA de Ciências de Dados,08 Jun 2020,Dawn Barrera,-3.7364486,-38.4865229
573,DCEM,Head of Data Science & Analytics,08 Jun 2020,Kelly Lang,,
574,Teclogica,Analista de sistemas,08 Jun 2020,David York,28.2153842,-105.432043
575,Prepara Cursos Profissionalizantes,Educador,08 Jun 2020,Stacey Walls,-1.4390641,-48.4789071
576,Itaú Unibanco,Gerente de qualidade de software,08 Jun 2020,Marc Schmidt,25.7723394,-80.1877414
577,Aikont ,Desenvolvedor Backend,08 Jun 2020,Cynthia Baker,-5.1812849,-40.668723
578,Itaú Unibanco,Engenheiro de software,08 Jun 2020,Matthew Aguilar,25.7723394,-80.1877414
579,Stefanini Brasil,Artificial Intelligence Developer,08 Jun 2020,Janice Jones,37.541988,-77.4405724
580,Microsoft,Vice President of Customer Success and CTO,08 Jun 2020,Troy Smith,36.0725663,-95.8886636
581,Instituto Tecnológico de Aeronáutica - ITA,Doctoral Researcher,08 Jun 2020,Rodney Cardenas,-23.2108714,-45.8753055
582,Smartronic Tecnologia,Desenvolvedor Full-Stack | Engenheiro Eletrônic,08 Jun 2020,Amanda Lambert,43.190526,-89.437921
583,Eirene Solutions,ML Engineer / Engenheiro de Machine Learning,08 Jun 2020,Michael Hernandez,-30.0586387,-51.1733803
584,D.A. Participacoes E Empreendimentos,Gerente de segurança da informação,08 Jun 2020,Paula Glenn,-25.435426,-49.2600275
585,Haze Shift Design Studio ,Digital Transformation Leader & Co-Founder,08 Jun 2020,James Richardson,37.7539219,-122.4118511
586,Kintegra,Sócio,08 Jun 2020,Angela Smith,35.2341222,-81.2035547
587,Intelligenz Technologies,Executivo de desenvolvimento de negócios e parcerias,08 Jun 2020,Kelli Barrett,33.6799834,-117.853437
588,C&A Brasil,Líder Prevenção De Perdas,07 Jun 2020,Victor Jones,-22.873636,-43.338021
589,Siemens,Estagiário,07 Jun 2020,Melissa Briggs,36.0902697,-95.841836
590,Investimento Solar,Founder,07 Jun 2020,Mark Chapman,-22.112137,-48.3158033
591,INAPEED,Cientista de dados,07 Jun 2020,Alicia White,-2.5272963,-44.22372319999999
592,Dbm Contact Center,Gerente de Projetos TI,07 Jun 2020,Daniel Brennan,-25.468114,-49.2979707
593,Invillia,Analista de sistema,07 Jun 2020,Yolanda Martin,-21.8049737,-48.1736809
594,Mobly,Data Scientist,07 Jun 2020,Courtney Edwards,33.101059,-96.80175489999999
595,Extrack ,Fundadora e CEO ,07 Jun 2020,Amanda Jones,36.3667228,-95.92507979999999
596,MakeITSimple,Analista de dados,07 Jun 2020,Jessica Thomas,40.3806066,-111.8638945
597,Instituto Sou+Estudante,Estudante de Graduação,07 Jun 2020,Alexander Watts,,
598,Centro ALGORITMI,Machine Learning Researcher,07 Jun 2020,Bethany Wallace,41.4525802,-8.2904401
599,Procenge,Database Administrator (AD) Jr.,07 Jun 2020,Sarah Robinson,-8.0628005,-34.872746
600,IFSUL - Instituto Federal Sul-rio-grandense,Professor,07 Jun 2020,Ryan Romero,-31.7576761,-52.3336171
601,Resource IT Solutions,Desenvolvedor Jr,07 Jun 2020,Elizabeth Williams DDS,40.89856899999999,-73.08568199999999
602,Efetividade Tecnologia,Cientista de dados,07 Jun 2020,John Barnes,-9.912653599999999,-36.355382
603,Universidade Federal de Alagoas,Assistant Professor (Lecturer),07 Jun 2020,Ms. Chelsea Combs,-9.555682299999999,-35.7778769
604,grupo twg do brasil,Executivo de SEO,07 Jun 2020,Sylvia Burns,49.2852112,-123.1227233
605,Ambev Tech,Devops Analyst,07 Jun 2020,Rebekah Gibson,38.2364269,-122.0937401
606,Adaptor,Embedded Application Designer,07 Jun 2020,Jordan Hubbard,43.0055028,-87.9805095
607,Ciência de Dados,Engenheiro de software sênior,07 Jun 2020,Jennifer Mcdonald,-15.796378,-47.89041599999999
608,Livre Benefícios,DBA/Desenvolvedor SQL Server na Livre Benefícios ,07 Jun 2020,Valerie Henry,29.75857,-95.3655402
609,Seguradora Líder-DPVAT,Analista Administrativo - Orçamento e Custos,07 Jun 2020,Marissa Thomas,-22.9059584,-43.1779283
610,CHG-MERIDIAN,Credit Analyst,07 Jun 2020,Jacob Flynn,34.1786177,-118.6026779
611,Zup Innovation,Executive Recruiter,07 Jun 2020,Linda Rivera,-19.9290936,-43.9318449
612,Deal,Cientista de Dados Sr ,07 Jun 2020,Michael Mitchell,40.243168,-74.0006927
613,Representante,Representante de atendimento ao cliente,07 Jun 2020,Kristin Cruz,37.09024,-95.712891
614,Semantix Brasil,Senior Data Engineer,07 Jun 2020,Michael White,-23.572752,-46.7032508
615,InfoHand,Head Of Product Management,07 Jun 2020,Kathleen Carroll,40.2743292,-111.6984679
616,S.L Participações - Grupo Regina S/A,Analista de Dados,07 Jun 2020,Matthew Phillips,-23.324148,-51.1673215
617,Universidade Positivo,Professor,07 Jun 2020,Sean Chang,-25.4460312,-49.3559145
618,Ampernet Telecom,Técnico em Telecom,07 Jun 2020,Cesar Mitchell,-23.4237464,-51.94330369999999
619,Sistema FIEC,Desenvolvedor,07 Jun 2020,Ashley Hooper,-3.7411617,-38.5090932
620,Decode,Models Team Leader,07 Jun 2020,Gloria Rodriguez,29.7381015,-95.3908154
621,Wanke SA,Controller,07 Jun 2020,Nancy Spencer,-26.896018,-49.264765
622,Escola Técnica Liceu de Artes e Ofícios de São Paulo,Professor,07 Jun 2020,Samantha Johnson,-23.532967,-46.6269842
623,SERPRO,Analista,27 May 2014,Stephen White,38.678433,-90.3955154
